Couplage,<Magnetisation>,<Energie>,Var(Energie)
0.5450000000000002,0.9515467142857141,-2.0099198257142863,0.004744221542369864
0.425,0.08484350000000002,-1.1071685928571426,0.01599906958002051
0.438200000000001,0.03586835714285715,-1.2483315148000027,0.016891622825939256
0.55,0.9538946428571429,-2.036251642857143,0.004648824661586559
0.425,0.09663514285714286,-1.1112370571428571,0.01601506769676808
0.5800000000000001,0.9671864285714286,-2.191979417142858,0.0036829763626293754
0.26,0.0019029285714285717,-0.3044627485714286,0.0019000951140453332
0.8400000000000003,0.9971846428571429,-3.341844,0.0006425071200091281
0.47000000000000003,0.8539179285714286,-1.5368363485714287,0.010260207674209543
0.4358000000000008,0.06135400000000001,-1.2201808557142877,0.016627532983635396
0.3,0.0003670000000000002,-0.42303702857142855,0.002869532914599182
0.4328000000000006,-0.013427714285714319,-1.1983674306285732,0.01635947720755304
0.04,-0.00041457142857142864,-0.006407234285714287,3.213000480796733e-05
0.4355000000000008,0.07054085714285714,-1.2241347560000022,0.016221128485109038
0.49500000000000005,0.9044462857142858,-1.7138969100000003,0.00762998584316632
0.438500000000001,-0.18293235714285716,-1.251422120285717,0.016427758908364787
0.4295000000000003,0.05184207142857145,-1.1620432967142864,0.01609475016746509
0.43640000000000084,-0.13315307142857144,-1.2392465762285736,0.01601799106406876
0.44180000000000125,0.026329285714285697,-1.2867164969142895,0.015875081414957526
0.43490000000000073,-0.022800428571428576,-1.209419374342859,0.01726042125266969
0.9200000000000004,0.9985837857142857,-3.669869748571429,0.00039064541628697214
0.4289000000000003,-0.15264007142857142,-1.1525974300571438,0.016129281017836172
0.7800000000000002,0.9952455714285713,-3.091939165714287,0.0009392913574703954
0.4436000000000014,0.17943228571428568,-1.2992789246857182,0.01616593179754333
0.43670000000000087,0.0583912142857143,-1.2334334470857167,0.015992074266992784
0.4334000000000006,0.2878948571428571,-1.2020398531428589,0.01649142359208211
0.4373000000000009,-0.13037771428571426,-1.2376630774000026,0.016543860464389715
0.424,-0.04568728571428571,-1.1009113965714286,0.016053313578643813
0.437,0.19484878571428577,-1.2438554494285714,0.016679649342349334
0.415,-0.02693949999999999,-1.01355284,0.013393083489648738
0.43100000000000044,0.05682278571428571,-1.176947954857144,0.01641705271796612
0.438,0.11649492857142855,-1.2482257902857143,0.01632813332080385
0.43220000000000053,0.0037967857142857156,-1.1833779243428584,0.016913144157594706
0.12,0.00020364285714285718,-0.059047062857142854,0.00031223842508747764
0.48500000000000004,0.8869547857142857,-1.64591055,0.008590185864555178
0.44210000000000127,-0.030002071428571433,-1.2905045524571466,0.015314574639466727
0.4307000000000004,-0.06824514285714284,-1.1679291900000008,0.01620707509257624
0.6000000000000001,0.9736480714285715,-2.290990628571429,0.0030990049407471076
0.42560000000000003,0.07027514285714284,-1.1160342208000003,0.016370813544430707
0.421,-0.042694571428571436,-1.0661483388571427,0.014922387805263782
0.4253,0.015760857142857135,-1.1172068388857144,0.015971386401686827
0.455,0.26206985714285713,-1.4084625099999997,0.013384343481501082
0.38500000000000006,0.01904307142857143,-0.7974258600000002,0.0076325225272604325
0.36000000000000004,0.008754142857142856,-0.66323232,0.005357417067417769
0.42860000000000026,0.046351142857142834,-1.150350276742858,0.01633587167567563
0.4265000000000001,0.11902107142857146,-1.1249158061428572,0.016424821079898733
0.39000000000000007,0.014024642857142855,-0.824212962857143,0.008245285882821474
0.43010000000000037,0.19889621428571433,-1.161384775257144,0.01678610573710637
0.44030000000000113,0.18851521428571427,-1.2731191472000032,0.015815541123323396
0.16,-0.0006642857142857144,-0.10688146285714287,0.0005778432563743347
0.4292000000000003,0.01751385714285715,-1.153243845142858,0.0161413159865178
0.32,-0.0012995714285714284,-0.49326674285714284,0.003520833067676782
0.7400000000000002,0.9931949999999999,-2.9223456285714287,0.001218842312322721
0.49000000000000005,0.8963727857142857,-1.6807555800000002,0.008140470790863663
0.43760000000000093,-0.11464899999999999,-1.2393739707428597,0.016849233130957098
0.42740000000000017,0.2186787142857143,-1.1403250584571436,0.016235728445926467
0.438800000000001,0.10825135714285714,-1.250811310285717,0.01684403283660596
0.42980000000000035,0.01797228571428572,-1.161249972400001,0.016879122272255076
0.56,0.9590312857142858,-2.08918576,0.004216305333223147
0.44300000000000134,-0.03136735714285717,-1.2966591014285753,0.015697397355678655
0.45,-0.08595864285714284,-1.3651102285714287,0.014525370449661734
0.18,-0.0011487857142857144,-0.13702880571428572,0.0007684428776593942
0.52,0.9334779285714286,-1.8687921942857142,0.0058900774796426525
0.02,0.0002119285714285715,-0.0015840400000000003,8.0339372784e-06
0.4415000000000012,-0.010948642857142851,-1.2863450654285749,0.015507065842827572
0.42590000000000006,0.057048714285714286,-1.1184519743714285,0.01628571196616657
0.6400000000000001,0.9825364285714284,-2.4804238628571436,0.0023746436911338265
0.416,-0.03908014285714286,-1.0210391954285716,0.013621308329043735
0.42830000000000024,0.020321428571428577,-1.1481834583428576,0.016567618144433638
0.448,-0.22291607142857148,-1.349773952,0.014524021933981945
0.36500000000000005,-0.012062785714285713,-0.6878266485714288,0.005684321215281951
0.6200000000000001,0.978627,-2.387034897142857,0.0026912249170498725
0.442,0.19334014285714288,-1.2888826080000002,0.015974815480740645
0.5150000000000001,0.9282142857142858,-1.8380453000000003,0.006222014712196078
0.43130000000000046,0.11152864285714287,-1.17608596877143,0.016749974190704675
0.53,0.9413351428571429,-1.9262562285714284,0.005424457065777322
0.7200000000000002,0.9918706428571428,-2.8365938742857146,0.0013945009087610316
0.44330000000000136,-0.03808307142857142,-1.304430768457147,0.015442790660949557
0.417,0.06997192857142857,-1.0390142374285716,0.014277122389814823
0.4412000000000012,0.011420928571428554,-1.2774978774857177,0.01596173649043786
0.4331000000000006,0.10275171428571427,-1.2041190979142873,0.0161051727014776
0.5250000000000001,0.9373842857142859,-1.8976525500000005,0.005648181653497009
0.465,0.8388195714285713,-1.4987076214285715,0.010966251658628412
0.44450000000000145,0.1135039285714286,-1.3128269400000043,0.015631396343596116
0.37500000000000006,-0.0032469285714285716,-0.7398999642857144,0.006493132224998921
0.4442000000000014,-0.021987357142857145,-1.3123207470285756,0.015444689970745884
0.4262000000000001,-0.14922464285714288,-1.1263834006285718,0.015805314009719185
0.56,0.958966642857143,-2.08920304,0.004233140086758347
0.4427000000000013,0.18773721428571427,-1.2962740440285752,0.01643099993896202
0.9400000000000004,0.9988137142857142,-3.7513015085714305,0.00033891126858343057
0.4316000000000005,0.011110571428571452,-1.1863149970285727,0.01667561676621543
0.5350000000000001,0.9449020714285715,-1.9544303585714295,0.005157649587927082
0.24,0.0012015714285714284,-0.2546831314285714,0.0015408195668798752
0.6800000000000002,0.9881342142857141,-2.661207200000001,0.0017824409447300127
0.447,0.15206921428571427,-1.3339596222857142,0.015056865790646468
0.34500000000000003,-0.0002973571428571425,-0.5934893057142857,0.004507339547346612
0.44060000000000116,0.16867142857142858,-1.2708812427428604,0.016259162850332354
0.423,0.0361132142857143,-1.09338309,0.015636607807338
0.4000000000000001,0.0121975,-0.8940198857142858,0.01000759000455842
0.43910000000000105,0.17118971428571433,-1.2599635765714312,0.01669999262942845
0.35000000000000003,0.00038285714285714344,-0.6164210000000001,0.004768785558999955
0.4424000000000013,-0.17220492857142852,-1.2969596848000036,0.014680767400221395
0.411,-0.008251071428571424,-0.977946552,0.012282540837185385
0.54,0.9475439285714288,-1.9805652514285716,0.005034600685107193
0.422,-0.0003975714285714503,-1.088332092,0.015631479880777954
0.4343000000000007,-0.1266327142857143,-1.219315118342859,0.015774732074281372
0.413,-0.006841785714285719,-0.9995429540000002,0.013265404488193577
0.43250000000000055,0.040607000000000025,-1.1915938485714301,0.016169302615445247
0.43370000000000064,0.27667721428571435,-1.2034312556571445,0.017026707849990164
0.418,0.03749142857142858,-1.0424982102857143,0.014820036924705349
0.42,0.025037785714285714,-1.06189896,0.0147368656949185
0.38000000000000006,0.003136642857142858,-0.7686760514285714,0.007142439660751787
0.412,-0.0604335,-0.9877156159999999,0.012962027896483597
0.41,-0.023130642857142853,-0.96665864,0.012348150965921567
0.43940000000000107,0.40759285714285715,-1.2589182862285746,0.016271781305759347
0.419,-0.029026785714285713,-1.05055451,0.014974368936996996
0.4319000000000005,0.1632697857142857,-1.1854316110000014,0.01673885083164328
0.8600000000000003,0.997629,-3.4243214628571446,0.0005723754822017924
0.4277000000000002,-0.017909285714285704,-1.1374754820000004,0.016609604759288743
0.1,0.0001722857142857142,-0.040611028571428585,0.00021030527265632594
0.6600000000000001,0.9856212857142858,-2.571483891428572,0.002052073350799155
0.06,2.0142857142857286e-05,-0.014462399999999999,7.366543652571433e-05
0.0,0.00014728571428571435,0.0,0.0
0.44480000000000147,0.06363557142857143,-1.3176149001142903,0.01493596170870859
0.414,-0.0012165714285714297,-1.0046154754285712,0.013331639075711443
0.5,0.9120642142857143,-1.746840857142857,0.007254785530694363
0.4400000000000011,0.2211385714285714,-1.268938628571432,0.015761484434690276
0.4409000000000012,-0.035816000000000014,-1.2733179402857178,0.01634255243757421
0.22,-0.0013168571428571426,-0.2102418057142857,0.001241208953996549
0.44,0.15658207142857145,-1.2656183885714285,0.01622870014186084
0.4304000000000004,0.04224235714285713,-1.163392105142858,0.016394406230707537
0.439,0.08384214285714287,-1.26012316,0.01610358408251722
0.8000000000000003,0.996023,-3.1757789714285725,0.0008215429178015654
0.445,0.1128492142857143,-1.3193930871428572,0.015119218481498109
0.8800000000000003,0.9980164999999998,-3.5065020571428587,0.0004997598791955937
0.9600000000000004,0.9989705714285715,-3.8322898285714304,0.0003062441365440094
0.7600000000000002,0.9943675714285711,-3.0077086857142863,0.0010543616914162612
0.08,-0.00020271428571428567,-0.025836457142857143,0.00013108656116244907
0.443,0.22165321428571436,-1.2987417077142858,0.0157792181857066
0.9800000000000004,0.9991696428571428,-3.9136244000000016,0.00025901847663512
0.436,-0.15635978571428577,-1.228343672,0.016455588697967816
0.4050000000000001,-0.005892285714285713,-0.9342303942857146,0.01137957285275859
0.35500000000000004,0.002488071428571429,-0.6386493614285716,0.0050403938367349355
0.4280000000000002,0.0669612857142857,-1.1394247794285721,0.016216673725637287
0.446,0.14120857142857135,-1.3306985977142858,0.014495039759222283
0.449,0.2749227857142858,-1.348643724857143,0.01570438344033631
0.4346000000000007,0.24103071428571426,-1.2164971794857162,0.01630403318240803
0.42710000000000015,0.10767800000000002,-1.128110822714286,0.016421777801650217
0.43790000000000096,0.2709307857142857,-1.25187239854286,0.015702363398322206
0.47500000000000003,0.8628166428571428,-1.5715366857142858,0.010007135761302077
0.46,0.47093614285714297,-1.4537067199999998,0.012640225360557089
0.45,-0.2343302857142857,-1.3684579714285714,0.013890096090742654
0.7000000000000002,0.9901294999999998,-2.7491206000000004,0.0015790502556418673
0.444,-0.18931092857142856,-1.3079959645714287,0.015745949508103596
0.435,0.03841550000000001,-1.21249551,0.016852436186268305
0.14,0.0005150714285714284,-0.08094184000000001,0.0004359370334143988
0.2,0.00021649999999999998,-0.17129537142857149,0.0009838072700048897
0.48000000000000004,0.8792418571428572,-1.6114383085714288,0.008792699433024076
0.441,0.20572200000000002,-1.2803329980000002,0.01571877814421141
0.43520000000000075,0.12195964285714285,-1.2144062025142879,0.016836554825876204
0.3950000000000001,-0.00499835714285714,-0.8583352257142859,0.008914432562577512
0.5550000000000002,0.9566995714285714,-2.0632990800000006,0.004419226738868076
0.43400000000000066,-0.02894064285714285,-1.2028844440000017,0.016861735617851092
0.4439000000000014,-0.043048499999999996,-1.3048144989428612,0.015599296229210635
0.8200000000000003,0.9966536428571428,-3.259000971428572,0.0007193496082003037
0.4370000000000009,0.07680007142857144,-1.2366058691428596,0.016426954841518793
0.4361000000000008,-0.07515535714285715,-1.220353706600002,0.016802499257653647
0.37000000000000005,0.0027665,-0.7135830571428571,0.006017841124368539
0.34,-0.004826857142857144,-0.57249404,0.004375822002192664
0.28,-0.00042485714285714273,-0.36000680000000007,0.0023293258417599327
0.51,0.9223409285714286,-1.8067643228571428,0.006703208961999163
0.4397000000000011,0.05501957142857144,-1.2668235644857175,0.01616958525600487
0.4268000000000001,0.014010928571428568,-1.1233782069714289,0.01590271602256621
0.9000000000000004,0.9983350714285715,-3.588381000000001,0.00043751146757387005
0.5050000000000001,0.9178704285714284,-1.7773206628571432,0.0069065673121890825
