Couplage,<Magnetisation>,<Energie>,Var(Energie)
0.43400000000000066,0.021551640513552076,-1.2085154094151231,0.016620862742270592
0.42710000000000015,0.12976683309557774,-1.1360551708131246,0.016454718747180186
0.3950000000000001,-0.023984878744650495,-0.8595335235378032,0.009006382465616247
0.47500000000000003,0.8650917974322397,-1.573821904422254,0.009693859084391132
0.5450000000000002,0.9510883737517831,-2.0089360841654784,0.0046936702735393965
0.4436000000000014,-0.010564693295292454,-1.2972966195720441,0.016201572386187912
0.43910000000000105,0.07359429386590584,-1.253903856975752,0.01601623544195685
0.4442000000000014,0.22998616262482172,-1.3128144068473653,0.015191180523703052
0.43130000000000046,0.034601711840228234,-1.1744022131241094,0.016351751199978226
0.48500000000000004,0.8861047075606278,-1.6436037004279602,0.008705902945792765
0.435,-0.04324514978601997,-1.2149181398002853,0.016691603213315753
0.416,-0.006321326676176888,-1.0223655166904422,0.013563193606906943
0.45,-0.02722738944365195,-1.3573886019971473,0.01494920726238158
0.9000000000000004,0.998307346647646,-3.5881805991440805,0.0004406084110541997
0.44180000000000125,-0.1347858059914408,-1.2835430738944402,0.016263803378049113
0.22,0.0017222539229671896,-0.20978333808844507,0.001234440872737337
0.438500000000001,-0.0898929386590585,-1.251225157917264,0.016199811788986107
0.7800000000000002,0.9952652639087016,-3.0920268188302433,0.0009369211181233794
0.446,0.28777168330955777,-1.3279973843081314,0.015016841793009439
0.56,0.9589376604850214,-2.0890831155492156,0.004272798133745148
0.43490000000000073,-0.34091219686162627,-1.2253215060485043,0.015346548030223728
0.44330000000000136,0.1045086305278174,-1.3009614265905887,0.015785976100180843
0.7600000000000002,0.994373466476462,-3.0077994179743226,0.0010566613200637676
0.14,0.0008030670470756064,-0.08099856776034238,0.0004355653708445527
0.5350000000000001,0.9444673323823111,-1.9533208701854503,0.00522034134503313
0.419,0.026229529243937233,-1.0501235018544934,0.014440630488347983
0.36000000000000004,0.0151,-0.6627499343794581,0.005405709114546298
0.43790000000000096,0.007549928673323862,-1.2566940405706162,0.015660631992611362
0.41,-0.01406718972895863,-0.9736536119828816,0.01233118107040565
0.04,-1.669044222539234e-05,-0.006427469329529244,3.253610592095662e-05
0.51,0.9235534950071326,-1.8080920142653352,0.006559904791577864
0.43250000000000055,-0.1593654065620542,-1.1923663452211146,0.016455266932618784
0.44030000000000113,-0.12586626248216834,-1.2699072302139836,0.016052590155922752
0.443,-0.06356597717546364,-1.2943016616262482,0.01579433093774707
0.415,-0.024870684736091303,-1.017067673323823,0.013586332798495082
0.422,-0.10712617689015692,-1.0782178259629103,0.015363942487872206
0.9600000000000004,0.9990196148359488,-3.8326316918687615,0.00029096752971469186
0.36500000000000005,0.0020664764621968618,-0.6861639686162626,0.0057442243471030885
0.42980000000000035,0.0866435092724679,-1.1600738544365201,0.016361165433629532
0.5250000000000001,0.9369263195435094,-1.896702325249644,0.005712855990313237
0.44450000000000145,-0.13182931526390873,-1.3075845720399473,0.015535921613244907
0.4316000000000005,0.00238380884450784,-1.1823420330955792,0.016779498531014347
0.4415000000000012,-0.06491333808844507,-1.2889014960057097,0.015106363442950244
0.4265000000000001,0.025279671897289586,-1.13121830085592,0.01603480678766611
0.3,0.00024586305278174005,-0.42160416547788876,0.0028737609184547597
0.39000000000000007,0.022627175463623396,-0.8265021312410843,0.00852244530273305
